,id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
53,13744804,Car,Kia,EV6,,Red,Metallic,Rear wheel,"Power steering,Central locking: Remote control,Tow bar,Alloy wheels,Service manual: Electronic,Bluetooth,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,Parking camera: 360-degree camera,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Heated steering wheel,Battery preheating",50590.0,,26300.0,5.0,5.0,168.0,77.0,,,510.0,,200.0,
54,13745043,Car,Hyundai,Ioniq 5,,Blue,Not available,Rear wheel,"Central locking: Keyless,Two sets of tyres,Service manual: Paper,Cruise control: Adaptive,Parking sensors,Satellite navigator,Hands-free kit,Keyless start,LED-headlights,Parking camera: Simple camera,Lane departure warning system",47800.0,,26176.0,5.0,5.0,160.0,0.0,,,,,,
55,13745098,Car,Mercedes-Benz,EQB,,White,Not available,Four wheel,"Two sets of tyres,Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Multiactive Steering Wheel,Electrically operated tailgate,Parking camera: Simple camera,Lane departure warning system,Smartphone integration",54480.0,,38000.0,7.0,5.0,5.0,66.0,,,419.0,,,
56,13746649,Car,Polestar,2,,Other,Not available,Four wheel,"Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system",52800.0,,23220.0,5.0,4.0,300.0,78.0,,,482.0,,,
57,13748021,Car,Volvo,XC40,,Black,Nonmetallic,Front wheel,"Power steering,Central locking: With key,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Radio,Bluetooth,Alarm system,Traction control,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Auto hold,Keyless start,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats,Battery preheating",44990.0,,38000.0,5.0,5.0,170.0,69.0,,,,CCS,,
58,13748656,Car,Kia,Niro,,Other,Metallic,Front wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Hands-free kit,Isofix-ready,Keyless start,Parking camera: Simple camera,Lane departure warning system",38490.0,,25000.0,5.0,5.0,5.0,0.0,,,,,,
59,13748682,Car,Skoda,Enyaq,,Gray,Metallic,Rear wheel,"Two sets of tyres,Cruise control: Adaptive,Hands-free kit,Electrically operated tailgate,LED-headlights",47980.0,,17000.0,5.0,5.0,150.0,77.0,,,520.0,Type 2,125.0,
60,13748935,Car,Tesla,Model Y,,White,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Sport base,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",55680.0,,16000.0,5.0,5.0,340.0,82.0,,,,CCS,250.0,
61,13749114,Car,Mercedes-Benz,EQB,,Black,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Collision avoidance system,Blind spot sensor",59850.0,,9000.0,5.0,5.0,215.0,70.0,,,,,,
62,13749186,Car,BMW,i4 M50,,White,Not available,Four wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Sport base,Sport seats",72900.0,,16000.0,5.0,4.0,400.0,0.0,,,,,,
63,13749219,Car,Kia,EV6,,Blue,Not available,Rear wheel,"Tow bar,Alloy wheels,Two sets of tyres,Leather upholstery,Service manual: Paper,Cruise control: Adaptive,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Hands-free kit,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Emergency brake assist,Folding rear seats",48990.0,,39000.0,5.0,5.0,5.0,77.0,,,528.0,,,
64,13749442,Car,Kia,EV6,,Black,Nonmetallic,Rear wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,Radio,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Isofix-ready,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system",47800.0,,37000.0,5.0,5.0,168.0,77.0,,150000.0,528.0,CCS,240.0,240.0
65,13749917,Car,Nissan,Leaf,,Gray,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Service manual: Paper,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,LED-headlights,Parking camera: Simple camera,Lane departure warning system",23400.0,,24000.0,5.0,4.0,4.0,40.0,,,243.0,,,
66,13749983,Car,Volkswagen,ID5,,Gray,Not available,Four wheel,"Central locking: Remote control,Power windows,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Heated windshield,Electrically operated tailgate,Parking camera: Simple camera,Lane departure warning system",50790.0,,9000.0,5.0,5.0,5.0,82.0,,,485.0,CCS,150.0,
67,13750690,Car,Renault,Zoe,,Blue,Nonmetallic,Front wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,USB,Bluetooth,Satellite navigator,Driving assistant",28880.0,,19000.0,5.0,5.0,,54.0,,160000.0,395.0,CCS,46.0,46.0
68,13751243,Car,Skoda,Enyaq,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Plug-in charging for hybrid vehicles,Smartphone integration,Adaptive headlights,Emergency brake assist,Folding rear seats",43900.0,,60000.0,5.0,5.0,,62.0,,160000.0,403.0,CCS,120.0,120.0
69,13751686,Car,Hyundai,Ioniq 5,,Green,Nonmetallic,Four wheel,"Power windows,Tow bar,Two sets of tyres,Airconditioning: Automatic,Internal socket,ABS brakes,Airbag,USB,Bluetooth,Cruise control: Traditional,Electric seats: Without memory,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Parking Assistant,Parking camera: Simple camera",54880.0,,10000.0,5.0,5.0,,73.0,,160000.0,460.0,CCS,220.0,220.0
70,13751719,Car,Skoda,Enyaq,,Blue,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Service manual: Electronic,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Isofix-ready,Keyless start,Parking camera: Simple camera,Emergency brake assist,Collision avoidance system,Heated steering wheel",48900.0,,18000.0,5.0,5.0,195.0,0.0,,,,,,
71,13751758,Car,Peugeot,e-208,,Blue,Nonmetallic,Front wheel,"Power windows,Airconditioning: Automatic,Radio,Parking sensors,Driving assistant,Parking camera: Simple camera",28880.0,,24000.0,5.0,4.0,,50.0,,160000.0,362.0,CCS,100.0,100.0
72,13753049,Car,BMW,iX M60,,White,Metallic,Four wheel,"Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",122900.0,,11700.0,5.0,4.0,455.0,0.0,,,,,,
73,13753150,Car,Nissan,Leaf,"39 kWh 3,6 kW Charger Visia",White,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,USB,Bluetooth,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Keyless start,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist,Heated steering wheel,Folding rear seats,Battery preheating",20900.0,1.0,44000.0,5.0,5.0,110.0,39.0,,,,CHAdeMO,50.0,
74,13753767,Car,Volkswagen,ID5,,White,Not available,Rear wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Immobilizer,Cruise control: Adaptive,Seat heaters,Parking sensors,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,LED-headlights,Parking Assistant,Parking camera: Simple camera",46390.0,,13000.0,5.0,5.0,150.0,0.0,,,,,,
75,13754491,Car,Mercedes-Benz,EQB,250 Business,Other,Not available,Front wheel,"Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Multiactive Steering Wheel,Parking camera: Simple camera,Tire-pressure monitoring system,Smartphone integration",60670.0,,,,5.0,140.0,0.0,,,,,,
76,13755516,Car,Tesla,Model 3,,White,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Sport base,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Collision avoidance system,Heated steering wheel,Folding rear seats",46990.0,,20000.0,5.0,5.0,349.0,82.0,,,547.0,CCS,,
77,13755601,Car,Tesla,Model Y,,White,Nonmetallic,Four wheel,"Power steering,Central locking: With key,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Heated windshield,Electrically operated tailgate,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",51990.0,,12900.0,5.0,5.0,258.0,82.0,,,,CCS,,
78,13755638,Car,Opel,Mokka-e,,Silver,Nonmetallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Heated steering wheel,Folding rear seats",31900.0,,7000.0,5.0,4.0,100.0,50.0,,,18.0,CCS,100.0,100.0
79,13755668,Car,Tesla,Model Y,,Black,Metallic,Four wheel,,55990.0,,27000.0,5.0,5.0,,0.0,,,,CCS,,
80,13755837,Car,Lexus,UX,,Gray,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Fog lights,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Heated steering wheel",37480.0,,7000.0,5.0,4.0,150.0,0.0,,,,,,
81,13756291,Car,Polestar,2,,Gray,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Curve lights,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights",56790.0,,25000.0,5.0,5.0,300.0,0.0,,,,,,
82,13756394,Car,Volkswagen,ID5,,Black,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera",50900.0,,7000.0,5.0,5.0,150.0,0.0,,,,,,
83,13756395,Car,Volkswagen,ID. Buzz,,Blue,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Radio,USB,Alarm system,Cruise control: Adaptive,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera",69900.0,,9000.0,5.0,5.0,150.0,82.0,,160000.0,424.0,CCS,170.0,170.0
84,13756690,Car,Volkswagen,ID. Buzz,,White,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Radio,USB,Alarm system,Cruise control: Adaptive,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera",69900.0,,14000.0,5.0,5.0,150.0,82.0,,,424.0,CCS,170.0,170.0
85,13756832,Car,Volkswagen,ID5,,Gray,Not available,Rear wheel,"Power steering,Central locking: Remote control,Tow bar,Two sets of tyres,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Heated windshield",45890.0,,38000.0,5.0,5.0,150.0,77.0,,,513.0,,,
86,13757987,Car,Tesla,Model 3,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",45890.0,,34000.0,5.0,4.0,,0.0,,,,,,
